_id,time,RSS_anchor1,RSS_anchor2,RSS_anchor3,RSS_anchor4,target,target_label,group,group_label
2,1.875,-0.33333,-0.36,0.047619,0.65,1,Movement,1,environment_1
2,2.0,-0.28570999999999996,-0.2,-0.095238,0.55,1,Movement,1,environment_1
2,2.125,-0.28570999999999996,-0.08,-0.42857,0.35,1,Movement,1,environment_1
2,2.25,-0.28570999999999996,-0.08,0.047619,0.4,1,Movement,1,environment_1
2,2.375,-0.33333,-0.16,0.14286,-0.05,1,Movement,1,environment_1
2,2.5,-0.28570999999999996,-0.64,0.0,0.35,1,Movement,1,environment_1
2,2.625,-0.19047999999999998,-0.52,0.0,0.05,1,Movement,1,environment_1
2,2.75,-0.19047999999999998,-0.2,0.19047999999999998,0.25,1,Movement,1,environment_1
2,2.875,-0.19047999999999998,-0.08,-0.33333,-0.1,1,Movement,1,environment_1
2,3.0,-0.33333,0.04,0.095238,-0.1,1,Movement,1,environment_1
2,3.125,-0.14286,0.04,0.14286,0.05,1,Movement,1,environment_1
3,0.0,-1.0,-0.12,0.57143,0.65,1,Movement,1,environment_1
3,0.125,-0.33333,-0.08,0.66667,0.65,1,Movement,1,environment_1
3,0.25,-0.7619,-0.84,0.7619,0.5,1,Movement,1,environment_1
3,0.375,-0.80952,-0.64,0.71429,-0.3,1,Movement,1,environment_1
3,0.5,-0.85714,-0.24,0.71429,0.75,1,Movement,1,environment_1
3,0.625,-0.85714,-0.28,0.7619,0.4,1,Movement,1,environment_1
3,0.75,-0.85714,-0.44,0.71429,0.35,1,Movement,1,environment_1
3,0.875,-0.85714,-0.44,0.7619,0.55,1,Movement,1,environment_1
3,1.0,-0.85714,-0.32,0.85714,-0.25,1,Movement,1,environment_1
3,1.125,-1.0,-0.56,0.85714,0.65,1,Movement,1,environment_1
3,1.25,-1.0,-0.6,0.85714,0.35,1,Movement,1,environment_1
3,1.375,-0.9523799999999999,-0.4,0.85714,0.8,1,Movement,1,environment_1
3,1.5,-0.57143,-0.44,0.71429,0.8,1,Movement,1,environment_1
3,1.625,-0.57143,-0.32,0.57143,0.8,1,Movement,1,environment_1
3,1.75,-0.71429,-0.2,0.0,0.75,1,Movement,1,environment_1
3,1.875,-0.57143,-0.2,0.14286,0.75,1,Movement,1,environment_1
3,2.0,-0.42857,-0.4,0.33333,0.45,1,Movement,1,environment_1
3,2.125,-0.38095,-0.2,0.28570999999999996,0.4,1,Movement,1,environment_1
3,2.25,-0.42857,-0.2,0.047619,0.4,1,Movement,1,environment_1
3,2.375,-0.57143,-0.32,0.14286,0.35,1,Movement,1,environment_1
3,2.5,-0.42857,-0.2,-0.14286,0.3,1,Movement,1,environment_1
3,2.625,-0.28570999999999996,-0.04,-0.095238,-0.05,1,Movement,1,environment_1
3,2.75,-0.14286,-0.08,0.14286,0.35,1,Movement,1,environment_1
4,0.0,-1.0,-0.84,0.57143,0.35,1,Movement,1,environment_1
4,0.125,-0.80952,-0.4,0.19047999999999998,0.65,1,Movement,1,environment_1
4,0.25,-1.0,-0.56,0.47618999999999995,0.35,1,Movement,1,environment_1
4,0.375,-0.66667,-0.16,0.71429,0.8,1,Movement,1,environment_1
4,0.5,-1.0,-0.84,0.71429,0.55,1,Movement,1,environment_1
4,0.625,-0.80952,-0.4,0.80952,0.65,1,Movement,1,environment_1
4,0.75,-1.0,-0.36,0.71429,0.35,1,Movement,1,environment_1
4,0.875,-0.71429,-0.52,0.85714,-0.35,1,Movement,1,environment_1
4,1.0,-1.0,-0.2,0.7619,0.75,1,Movement,1,environment_1
4,1.125,-0.71429,-0.6,0.85714,0.8,1,Movement,1,environment_1
4,1.25,-0.61905,-0.76,0.85714,0.55,1,Movement,1,environment_1
4,1.375,-0.85714,-0.64,0.71429,-0.3,1,Movement,1,environment_1
4,1.5,-0.66667,-0.56,0.71429,0.2,1,Movement,1,environment_1
4,1.625,-0.66667,-0.2,0.71429,0.55,1,Movement,1,environment_1
4,1.75,-0.57143,-0.32,0.85714,0.8,1,Movement,1,environment_1
4,1.875,-0.61905,-0.32,0.85714,0.8,1,Movement,1,environment_1
4,2.0,-1.0,-0.32,0.66667,0.65,1,Movement,1,environment_1
4,2.125,-0.42857,-0.56,-0.095238,0.65,1,Movement,1,environment_1
4,2.25,-0.42857,-0.52,0.047619,0.5,1,Movement,1,environment_1
4,2.375,-0.42857,-0.32,0.28570999999999996,0.25,1,Movement,1,environment_1
4,2.5,-0.57143,-0.08,0.2381,0.25,1,Movement,1,environment_1
4,2.625,-0.42857,-0.2,0.0,0.4,1,Movement,1,environment_1
4,2.75,-0.57143,-0.52,0.047619,-0.15,1,Movement,1,environment_1
5,0.0,-1.0,-0.28,0.33333,0.05,1,Movement,1,environment_1
5,0.125,-0.52381,-0.32,0.52381,0.35,1,Movement,1,environment_1
5,0.25,-0.57143,-0.32,0.71429,0.5,1,Movement,1,environment_1
5,0.375,-0.66667,-0.4,0.57143,0.35,1,Movement,1,environment_1
5,0.5,-0.90476,-0.56,0.52381,0.35,1,Movement,1,environment_1
5,0.625,-0.47618999999999995,-0.44,0.57143,0.2,1,Movement,1,environment_1
5,0.75,-1.0,-0.44,0.57143,0.35,1,Movement,1,environment_1
5,0.875,-0.71429,-0.48,0.42857,0.35,1,Movement,1,environment_1
5,1.0,-0.71429,-0.48,0.19047999999999998,0.65,1,Movement,1,environment_1
5,1.125,-0.71429,-0.56,0.33333,0.35,1,Movement,1,environment_1
5,1.25,-0.47618999999999995,-0.16,0.33333,0.8,1,Movement,1,environment_1
5,1.375,-1.0,-0.56,0.80952,0.6,1,Movement,1,environment_1
5,1.5,-1.0,-0.32,0.71429,0.55,1,Movement,1,environment_1
5,1.625,-0.9523799999999999,-0.48,0.71429,0.5,1,Movement,1,environment_1
5,1.75,-0.66667,-0.52,0.85714,0.45,1,Movement,1,environment_1
5,1.875,-1.0,-0.56,0.71429,0.8,1,Movement,1,environment_1
5,2.0,-0.9523799999999999,-0.68,0.9523799999999999,0.35,1,Movement,1,environment_1
5,2.125,-1.0,-0.64,0.80952,0.3,1,Movement,1,environment_1
5,2.25,-1.0,-0.72,0.7619,0.45,1,Movement,1,environment_1
5,2.375,-1.0,-0.56,0.71429,0.6,1,Movement,1,environment_1
5,2.5,-0.7619,-0.48,0.85714,0.75,1,Movement,1,environment_1
5,2.625,-1.0,-0.8,0.85714,0.65,1,Movement,1,environment_1
5,2.75,-0.90476,-0.6,0.80952,0.85,1,Movement,1,environment_1
5,2.875,-0.57143,-0.6,0.57143,0.9,1,Movement,1,environment_1
5,3.0,-0.52381,-0.44,0.28570999999999996,0.8,1,Movement,1,environment_1
6,0.0,-0.57143,-0.32,0.42857,0.05,1,Movement,1,environment_1
6,0.125,-0.42857,-0.36,0.28570999999999996,0.55,1,Movement,1,environment_1
6,0.25,-0.38095,-0.64,0.19047999999999998,0.8,1,Movement,1,environment_1
6,0.375,-0.85714,-0.08,0.52381,0.6,1,Movement,1,environment_1
6,0.5,-0.7619,-0.32,0.47618999999999995,0.8,1,Movement,1,environment_1
6,0.625,-0.9523799999999999,-0.32,0.28570999999999996,0.4,1,Movement,1,environment_1
6,0.75,-0.28570999999999996,-0.44,0.52381,-0.6,1,Movement,1,environment_1
6,0.875,-0.85714,-0.4,0.42857,0.2,1,Movement,1,environment_1
6,1.0,-0.61905,-0.36,0.71429,0.5,1,Movement,1,environment_1
6,1.125,-0.7619,-0.68,0.71429,0.5,1,Movement,1,environment_1
6,1.25,-0.7619,-0.32,0.7619,0.65,1,Movement,1,environment_1
6,1.375,-0.7619,-0.44,0.42857,0.55,1,Movement,1,environment_1
6,1.5,-0.80952,-0.16,0.71429,0.8,1,Movement,1,environment_1
6,1.625,-0.85714,-0.56,0.57143,0.65,1,Movement,1,environment_1
6,1.75,-0.80952,-0.24,0.57143,0.35,1,Movement,1,environment_1
6,1.875,-1.0,-0.52,0.38095,0.35,1,Movement,1,environment_1
6,2.0,-0.7619,-0.6,0.52381,0.35,1,Movement,1,environment_1
6,2.125,-1.0,-0.24,0.71429,0.55,1,Movement,1,environment_1
6,2.25,-0.71429,-0.52,0.85714,0.55,1,Movement,1,environment_1
6,2.375,-1.0,-0.8,0.80952,0.65,1,Movement,1,environment_1
6,2.5,-1.0,-0.76,0.71429,0.5,1,Movement,1,environment_1
6,2.625,-1.0,-0.52,0.71429,0.5,1,Movement,1,environment_1
6,2.75,-1.0,-0.52,0.71429,0.35,1,Movement,1,environment_1
6,2.875,-0.90476,-0.56,0.47618999999999995,0.5,1,Movement,1,environment_1
6,3.0,-0.71429,-0.68,0.71429,0.6,1,Movement,1,environment_1
6,3.125,-1.0,-0.32,0.71429,0.65,1,Movement,1,environment_1
6,3.25,-0.47618999999999995,-0.2,0.52381,0.95,1,Movement,1,environment_1
7,0.0,-0.42857,-0.16,0.2381,0.65,1,Movement,1,environment_1
7,0.125,-0.57143,-0.2,0.42857,0.8,1,Movement,1,environment_1
7,0.25,-0.47618999999999995,-0.72,0.47618999999999995,0.5,1,Movement,1,environment_1
7,0.375,-0.42857,-0.28,0.42857,0.25,1,Movement,1,environment_1
7,0.5,-0.80952,-0.24,0.52381,0.35,1,Movement,1,environment_1
7,0.625,-0.66667,-0.28,0.38095,0.35,1,Movement,1,environment_1
7,0.75,-0.57143,-0.32,0.7619,0.6,1,Movement,1,environment_1
7,0.875,-0.57143,-0.52,0.47618999999999995,0.65,1,Movement,1,environment_1
7,1.0,-0.9523799999999999,-0.36,0.42857,0.6,1,Movement,1,environment_1
7,1.125,-0.47618999999999995,-0.52,0.57143,0.65,1,Movement,1,environment_1
7,1.25,-0.71429,-0.68,0.57143,0.55,1,Movement,1,environment_1
7,1.375,-0.90476,-0.32,0.28570999999999996,0.5,1,Movement,1,environment_1
7,1.5,-0.42857,-0.32,0.42857,0.3,1,Movement,1,environment_1
7,1.625,-0.80952,-0.56,0.14286,0.2,1,Movement,1,environment_1
7,1.75,-0.57143,-0.32,0.47618999999999995,0.5,1,Movement,1,environment_1
7,1.875,-0.61905,-0.52,0.71429,0.05,1,Movement,1,environment_1
7,2.0,-0.85714,-0.44,0.71429,0.35,1,Movement,1,environment_1
7,2.125,-1.0,-0.44,0.7619,0.35,1,Movement,1,environment_1
7,2.25,-1.0,-0.4,0.7619,0.65,1,Movement,1,environment_1
7,2.375,-0.85714,-0.64,0.85714,0.8,1,Movement,1,environment_1
7,2.5,-1.0,-0.84,0.85714,0.35,1,Movement,1,environment_1
7,2.625,-1.0,-0.72,0.85714,0.5,1,Movement,1,environment_1
7,2.75,-1.0,-0.48,0.85714,0.35,1,Movement,1,environment_1
7,2.875,-1.0,-0.72,0.7619,0.7,1,Movement,1,environment_1
7,3.0,-0.71429,-0.84,0.85714,0.35,1,Movement,1,environment_1
7,3.125,-0.66667,-0.28,0.90476,0.5,1,Movement,1,environment_1
8,0.0,-0.33333,-0.48,0.33333,0.05,1,Movement,1,environment_1
8,0.125,-0.71429,-0.88,0.28570999999999996,0.35,1,Movement,1,environment_1
8,0.25,-0.33333,-0.24,0.42857,0.65,1,Movement,1,environment_1
8,0.375,-0.28570999999999996,-0.08,0.28570999999999996,0.9,1,Movement,1,environment_1
8,0.5,-0.85714,-0.44,0.42857,0.6,1,Movement,1,environment_1
8,0.625,-0.85714,-0.8,0.42857,0.45,1,Movement,1,environment_1
8,0.75,-1.0,-0.28,0.71429,0.25,1,Movement,1,environment_1
8,0.875,-0.7619,-0.28,0.28570999999999996,0.35,1,Movement,1,environment_1
8,1.0,-0.38095,-0.2,0.52381,0.35,1,Movement,1,environment_1
8,1.125,-0.52381,-0.4,0.71429,0.5,1,Movement,1,environment_1
8,1.25,-0.71429,-0.56,0.47618999999999995,0.5,1,Movement,1,environment_1
8,1.375,-1.0,-0.6,0.52381,0.6,1,Movement,1,environment_1
8,1.5,-0.57143,-0.32,0.42857,0.65,1,Movement,1,environment_1
8,1.625,-0.57143,-0.56,0.47618999999999995,0.35,1,Movement,1,environment_1
8,1.75,-0.57143,-0.56,0.38095,0.2,1,Movement,1,environment_1
8,1.875,-0.57143,-0.24,0.42857,0.2,1,Movement,1,environment_1
8,2.0,-0.57143,-0.56,0.42857,0.45,1,Movement,1,environment_1
8,2.125,-0.66667,-0.4,0.57143,0.35,1,Movement,1,environment_1
8,2.25,-0.71429,-0.16,0.71429,0.4,1,Movement,1,environment_1
8,2.375,-0.42857,-0.32,0.85714,0.5,1,Movement,1,environment_1
8,2.5,-0.61905,-0.44,0.7619,0.3,1,Movement,1,environment_1
8,2.625,-0.71429,-0.44,0.7619,0.45,1,Movement,1,environment_1
8,2.75,-0.61905,-0.52,0.85714,0.2,1,Movement,1,environment_1
8,2.875,-0.7619,-0.44,0.9523799999999999,0.3,1,Movement,1,environment_1
8,3.0,-1.0,-0.68,0.85714,-0.05,1,Movement,1,environment_1
8,3.125,-1.0,-0.64,0.90476,0.35,1,Movement,1,environment_1
9,0.0,-0.33333,-0.6,0.0,0.05,1,Movement,1,environment_1
9,0.125,-0.9523799999999999,-0.36,0.33333,0.5,1,Movement,1,environment_1
9,0.25,-0.52381,-0.68,0.47618999999999995,0.5,1,Movement,1,environment_1
9,0.375,-0.66667,-0.6,0.14286,0.5,1,Movement,1,environment_1
9,0.5,-1.0,-0.2,0.14286,0.35,1,Movement,1,environment_1
9,0.625,-0.80952,-0.48,-0.047619,0.35,1,Movement,1,environment_1
9,0.75,-0.42857,-0.48,0.28570999999999996,0.25,1,Movement,1,environment_1
9,0.875,-0.2381,-0.48,0.52381,0.5,1,Movement,1,environment_1
9,1.0,-0.47618999999999995,-0.8,0.28570999999999996,0.65,1,Movement,1,environment_1
9,1.125,-0.9523799999999999,-0.2,-0.095238,0.35,1,Movement,1,environment_1
9,1.25,-0.38095,-0.08,0.42857,0.4,1,Movement,1,environment_1
9,1.375,-1.0,-0.36,0.57143,0.2,1,Movement,1,environment_1
9,1.5,-1.0,-0.32,0.38095,0.45,1,Movement,1,environment_1
9,1.625,-0.42857,-0.68,0.71429,0.3,1,Movement,1,environment_1
9,1.75,-1.0,-0.68,0.52381,0.05,1,Movement,1,environment_1
9,1.875,-0.42857,-0.28,0.42857,0.55,1,Movement,1,environment_1
9,2.0,-0.80952,-0.6,0.57143,0.6,1,Movement,1,environment_1
9,2.125,-0.71429,-0.32,0.52381,0.85,1,Movement,1,environment_1
9,2.25,-0.85714,-0.4,0.38095,0.8,1,Movement,1,environment_1
9,2.375,-0.71429,-0.64,0.52381,0.65,1,Movement,1,environment_1
9,2.5,-0.61905,-0.64,0.42857,0.4,1,Movement,1,environment_1
9,2.625,-1.0,-0.36,0.33333,0.45,1,Movement,1,environment_1
9,2.75,-0.85714,-0.56,0.19047999999999998,0.5,1,Movement,1,environment_1
9,2.875,-0.90476,-0.68,0.19047999999999998,0.15,1,Movement,1,environment_1
9,3.0,-0.57143,-0.2,0.42857,0.8,1,Movement,1,environment_1
10,0.0,-0.42857,-0.56,-0.66667,0.35,1,Movement,1,environment_1
10,0.125,-0.28570999999999996,-0.48,0.19047999999999998,-0.15,1,Movement,1,environment_1
10,0.25,-0.14286,-0.32,0.047619,-0.15,1,Movement,1,environment_1
10,0.375,-0.28570999999999996,-0.08,0.19047999999999998,0.1,1,Movement,1,environment_1
10,0.5,0.0,-0.2,-0.38095,-0.2,1,Movement,1,environment_1
10,0.625,-0.19047999999999998,-0.76,-0.14286,-0.1,1,Movement,1,environment_1
10,0.75,-0.28570999999999996,-0.24,0.095238,0.15,1,Movement,1,environment_1
10,0.875,0.0,-0.12,0.14286,0.1,1,Movement,1,environment_1
10,1.0,-0.14286,0.04,-0.19047999999999998,0.1,1,Movement,1,environment_1
10,1.125,0.0,0.04,-0.2381,0.45,1,Movement,1,environment_1
10,1.25,0.0,0.04,0.14286,0.3,1,Movement,1,environment_1
10,1.375,0.0,-0.2,-0.14286,-0.1,1,Movement,1,environment_1
10,1.5,0.0,-0.2,0.047619,0.05,1,Movement,1,environment_1
10,1.625,0.0,0.0,-0.14286,-0.35,1,Movement,1,environment_1
10,1.75,-0.19047999999999998,0.04,-0.71429,0.1,1,Movement,1,environment_1
10,1.875,-0.28570999999999996,-0.32,-0.42857,0.4,1,Movement,1,environment_1
10,2.0,-0.047619,-0.16,0.047619,-0.1,1,Movement,1,environment_1
10,2.125,0.0,0.04,-0.28570999999999996,0.05,1,Movement,1,environment_1
10,2.25,-0.047619,-0.08,-0.047619,0.05,1,Movement,1,environment_1
10,2.375,0.0,0.04,0.0,0.35,1,Movement,1,environment_1
10,2.5,0.0,0.04,0.0,0.05,1,Movement,1,environment_1
10,2.625,0.14286,0.04,-0.19047999999999998,0.0,1,Movement,1,environment_1
10,2.75,0.14286,-0.04,-0.28570999999999996,0.25,1,Movement,1,environment_1
10,2.875,0.19047999999999998,0.0,-0.19047999999999998,-0.25,1,Movement,1,environment_1
10,3.0,0.19047999999999998,0.04,-0.38095,0.2,1,Movement,1,environment_1
11,0.0,-0.57143,-0.56,-0.28570999999999996,0.05,1,Movement,1,environment_1
11,0.125,-0.47618999999999995,-0.76,-0.095238,0.1,1,Movement,1,environment_1
11,0.25,-0.38095,-0.56,-0.14286,0.2,1,Movement,1,environment_1
11,0.375,-0.2381,-0.28,0.0,-0.6,1,Movement,1,environment_1
11,0.5,-0.14286,-0.24,-0.61905,0.25,1,Movement,1,environment_1
11,0.625,-0.19047999999999998,0.04,-0.095238,0.0,1,Movement,1,environment_1
11,0.75,-0.095238,0.04,0.14286,0.2,1,Movement,1,environment_1
11,0.875,-0.14286,0.04,-0.85714,0.05,1,Movement,1,environment_1
11,1.0,-0.095238,0.04,-0.14286,0.05,1,Movement,1,environment_1
11,1.125,-0.14286,0.04,-0.095238,-0.15,1,Movement,1,environment_1
11,1.25,-0.42857,-0.04,-0.14286,0.2,1,Movement,1,environment_1
11,1.375,0.0,-0.08,-0.42857,0.15,1,Movement,1,environment_1
11,1.5,0.14286,0.04,0.14286,0.35,1,Movement,1,environment_1
11,1.625,-0.047619,-0.08,0.047619,0.35,1,Movement,1,environment_1
11,1.75,0.0,-0.56,-0.28570999999999996,0.45,1,Movement,1,environment_1
11,1.875,-0.14286,0.04,0.0,0.35,1,Movement,1,environment_1
11,2.0,-0.42857,-0.08,-0.28570999999999996,-0.7,1,Movement,1,environment_1
11,2.125,-0.28570999999999996,-0.16,-0.28570999999999996,-0.4,1,Movement,1,environment_1
11,2.25,-0.2381,-0.2,-0.095238,0.35,1,Movement,1,environment_1
11,2.375,-0.38095,0.16,-0.28570999999999996,0.35,1,Movement,1,environment_1
11,2.5,-0.47618999999999995,-0.08,-0.38095,-0.2,1,Movement,1,environment_1
11,2.625,-0.14286,-0.08,0.0,0.1,1,Movement,1,environment_1
11,2.75,-0.095238,0.04,0.0,0.05,1,Movement,1,environment_1
11,2.875,0.0,0.04,0.095238,0.1,1,Movement,1,environment_1
12,0.0,-0.28570999999999996,-0.04,0.0,0.25,1,Movement,1,environment_1
12,0.125,-0.19047999999999998,-0.12,0.14286,0.45,1,Movement,1,environment_1
12,0.25,-0.28570999999999996,-0.4,-0.095238,0.35,1,Movement,1,environment_1
12,0.375,-0.19047999999999998,-0.52,-0.095238,0.2,1,Movement,1,environment_1
12,0.5,-0.14286,-0.16,0.14286,0.1,1,Movement,1,environment_1
12,0.625,-0.14286,0.04,0.047619,0.1,1,Movement,1,environment_1
12,0.75,-0.28570999999999996,-0.04,0.2381,0.3,1,Movement,1,environment_1
12,0.875,0.0,-0.08,0.14286,-0.1,1,Movement,1,environment_1
12,1.0,-0.14286,-0.52,-0.14286,0.15,1,Movement,1,environment_1
12,1.125,-0.2381,-0.4,0.19047999999999998,0.05,1,Movement,1,environment_1
12,1.25,-0.19047999999999998,-0.2,0.047619,-0.05,1,Movement,1,environment_1
12,1.375,-0.14286,0.04,0.047619,0.3,1,Movement,1,environment_1
12,1.5,-0.14286,0.04,0.0,0.2,1,Movement,1,environment_1
12,1.625,0.0,0.04,-0.2381,-0.45,1,Movement,1,environment_1
12,1.75,0.0,-0.2,0.14286,0.05,1,Movement,1,environment_1
12,1.875,0.0,-0.32,0.047619,0.05,1,Movement,1,environment_1
12,2.0,-0.14286,-0.16,0.14286,-0.55,1,Movement,1,environment_1
12,2.125,-0.14286,-0.08,-0.42857,0.1,1,Movement,1,environment_1
12,2.25,-0.42857,0.04,-0.90476,-0.25,1,Movement,1,environment_1
12,2.375,-0.42857,-0.36,0.095238,0.35,1,Movement,1,environment_1
12,2.5,-0.095238,0.04,-0.28570999999999996,-0.15,1,Movement,1,environment_1
12,2.625,-0.14286,-0.04,-0.61905,-0.05,1,Movement,1,environment_1
12,2.75,-0.28570999999999996,0.04,-0.047619,0.35,1,Movement,1,environment_1
12,2.875,0.0,0.04,0.0,0.2,1,Movement,1,environment_1
13,0.0,-0.47618999999999995,-0.32,0.095238,0.55,1,Movement,1,environment_1
13,0.125,-0.42857,-0.28,-0.28570999999999996,0.55,1,Movement,1,environment_1
13,0.25,-0.19047999999999998,-0.08,-0.047619,0.3,1,Movement,1,environment_1
13,0.375,-0.19047999999999998,-0.04,-0.19047999999999998,-0.1,1,Movement,1,environment_1
13,0.5,-0.33333,-0.24,-0.47618999999999995,0.2,1,Movement,1,environment_1
13,0.625,-0.66667,-0.32,-0.33333,0.1,1,Movement,1,environment_1
13,0.75,-0.57143,-0.6,-0.28570999999999996,-0.1,1,Movement,1,environment_1
13,0.875,-0.38095,-0.56,-0.2381,-0.15,1,Movement,1,environment_1
13,1.0,-0.28570999999999996,-0.32,-0.19047999999999998,-0.1,1,Movement,1,environment_1
13,1.125,-0.28570999999999996,-0.2,-0.66667,0.15,1,Movement,1,environment_1
13,1.25,-0.14286,0.04,-0.14286,0.05,1,Movement,1,environment_1
13,1.375,-0.047619,0.04,0.14286,-0.1,1,Movement,1,environment_1
13,1.5,-0.14286,-0.12,0.0,0.2,1,Movement,1,environment_1
13,1.625,-0.28570999999999996,-0.24,-0.28570999999999996,0.25,1,Movement,1,environment_1
13,1.75,-0.19047999999999998,-0.2,-0.2381,-0.05,1,Movement,1,environment_1
13,1.875,-0.38095,-0.04,-0.095238,0.1,1,Movement,1,environment_1
13,2.0,0.0,0.04,-0.85714,-0.25,1,Movement,1,environment_1
13,2.125,0.14286,-0.2,0.095238,0.35,1,Movement,1,environment_1
13,2.25,0.047619,-0.04,-0.14286,0.05,1,Movement,1,environment_1
13,2.375,0.14286,-0.28,0.14286,0.25,1,Movement,1,environment_1
13,2.5,-0.047619,-0.28,-0.14286,0.1,1,Movement,1,environment_1
13,2.625,-0.047619,0.04,-0.047619,-0.55,1,Movement,1,environment_1
13,2.75,0.0,0.16,-0.57143,-0.25,1,Movement,1,environment_1
13,2.875,-0.2381,0.04,0.14286,0.4,1,Movement,1,environment_1
14,0.0,-0.47618999999999995,-0.36,0.28570999999999996,0.35,1,Movement,1,environment_1
14,0.125,-0.33333,-0.36,0.2381,0.15,1,Movement,1,environment_1
14,0.25,-0.42857,-0.2,0.095238,0.35,1,Movement,1,environment_1
14,0.375,-0.42857,-0.72,0.28570999999999996,0.45,1,Movement,1,environment_1
14,0.5,-0.38095,-0.24,0.095238,0.05,1,Movement,1,environment_1
14,0.625,-0.14286,-0.2,-0.14286,0.05,1,Movement,1,environment_1
14,0.75,-0.14286,-0.04,-0.38095,0.25,1,Movement,1,environment_1
14,0.875,-0.28570999999999996,-0.16,0.047619,0.3,1,Movement,1,environment_1
14,1.0,-0.28570999999999996,-0.28,0.0,-0.05,1,Movement,1,environment_1
14,1.125,-0.28570999999999996,-0.48,-0.66667,0.25,1,Movement,1,environment_1
14,1.25,-0.2381,-0.52,0.14286,-0.2,1,Movement,1,environment_1
14,1.375,-0.14286,-0.2,0.0,0.2,1,Movement,1,environment_1
14,1.5,-0.42857,-0.08,-0.095238,0.15,1,Movement,1,environment_1
14,1.625,-0.095238,0.04,-0.047619,-0.1,1,Movement,1,environment_1
14,1.75,-0.14286,0.04,-0.14286,-0.4,1,Movement,1,environment_1
14,1.875,-0.19047999999999998,-0.08,0.14286,0.15,1,Movement,1,environment_1
14,2.0,-0.28570999999999996,-0.32,-0.14286,-0.1,1,Movement,1,environment_1
14,2.125,-0.28570999999999996,0.0,-0.14286,-0.25,1,Movement,1,environment_1
14,2.25,-0.19047999999999998,0.04,0.0,0.2,1,Movement,1,environment_1
