ticket_id,time,cell_id,malfunc_type
1172,201902092116,007F18CC33F63EE9BE25D1C2A436D810,电力故障
8553,201903061757,0081F9781EBA6F409A2DF25D48E1D20C,电力故障
15349,201903220707,0084FEDDC42328DF89670011349141BC,电力故障
15645,201903221557,0084FEDDC42328DF89670011349141BC,电力故障
5270,201902251103,008C43FE6E6BFAC6E26B5C8BA4AE71CF,传输故障
5582,201902260834,008C43FE6E6BFAC6E26B5C8BA4AE71CF,传输故障
10067,201903102145,008C43FE6E6BFAC6E26B5C8BA4AE71CF,传输故障
10799,201903121652,008C43FE6E6BFAC6E26B5C8BA4AE71CF,电力故障
10989,201903131125,008C43FE6E6BFAC6E26B5C8BA4AE71CF,传输故障
11017,201903131235,008C43FE6E6BFAC6E26B5C8BA4AE71CF,电力故障
1979,201902130326,008F634025C38DD7CFFE835E13EFF8A0,电力故障
6278,201902280259,008F634025C38DD7CFFE835E13EFF8A0,电力故障
12813,201903180111,00997A3EE8A88DEF88E4F4872A9BBB30,电力故障
14605,201903202048,00A4477041683DBD31131E81EAC2D7AB,硬件故障
15114,201903211432,00A4477041683DBD31131E81EAC2D7AB,硬件故障
15243,201903212010,00A4477041683DBD31131E81EAC2D7AB,硬件故障
15332,201903220456,00A4477041683DBD31131E81EAC2D7AB,硬件故障
17227,201903261020,00A4477041683DBD31131E81EAC2D7AB,电力故障
9013,201903072253,00A8D0835EFC530766055B5BC509D361,电力故障
15426,201903220949,00A8D0835EFC530766055B5BC509D361,电力故障
15897,201903230809,00A8D0835EFC530766055B5BC509D361,电力故障
16363,201903241050,00A98C92E6CF53A76F37C6AD20B2E60C,电力故障
18732,201903291241,00B1476A2D81520B7F210331DCC6C669,电力故障
6764,201903010952,00DFCB1FCBE0661F6158F858AFCE2D82,电力故障
17866,201903271602,00DFCB1FCBE0661F6158F858AFCE2D82,电力故障
7872,201903050207,00E7AD68CFB45EE8EAFBB16A9EA626C2,电力故障
7983,201903051115,00E7AD68CFB45EE8EAFBB16A9EA626C2,电力故障
8744,201903070949,00E7AD68CFB45EE8EAFBB16A9EA626C2,电力故障
8748,201903070950,00E7AD68CFB45EE8EAFBB16A9EA626C2,电力故障
10426,201903111722,00E7AD68CFB45EE8EAFBB16A9EA626C2,电力故障
10662,201903121141,00E7AD68CFB45EE8EAFBB16A9EA626C2,电力故障
15430,201903220954,00ED1AE0857CA4F663BC88DE9928FD13,电力故障
666,201902071827,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
1333,201902101446,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
1696,201902112047,00EDA1409A4FFABA2C864EBA0E4C0B51,传输故障
2205,201902131915,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
4349,201902221307,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
6244,201902272107,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
8137,201903051753,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
9376,201903082017,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
9997,201903101543,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
11003,201903131138,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
13210,201903182016,00EDA1409A4FFABA2C864EBA0E4C0B51,电力故障
15030,201903211146,01011DD31B63B0ACE53956331E0C1C84,电力故障
11986,201903160407,010490DCF5D20A6597DC1378E72494CA,电力故障
1085,201902091217,01049FCBC6F0C2038AC61825BB9868D4,传输故障
1762,201902120904,01108747F575E5E909C9394015F9DA21,电力故障
1763,201902120905,01108747F575E5E909C9394015F9DA21,电力故障
4879,201902240901,01108747F575E5E909C9394015F9DA21,电力故障
17361,201903261441,0139827AE42C6407A09D50D4CE993224,电力故障
11565,201903150451,013F376F71D309CB0FC525CD23893E6D,电力故障
11944,201903152237,013F376F71D309CB0FC525CD23893E6D,电力故障
10673,201903121219,01427E4D2849CF90D57DB574E3B00083,电力故障
3560,201902191432,0146778D395802C50663C5860FF9122E,电力故障
439,201902070216,014F9572BC8EB6AF1AB30A7D29165E57,电力故障
625,201902071331,014F9572BC8EB6AF1AB30A7D29165E57,电力故障
10070,201903102158,015D365F6785DD70A7FD65B7DCC0DAFE,传输故障
11658,201903151008,01630C119771B90A2410A9811C6BD081,电力故障
16651,201903250503,01630C119771B90A2410A9811C6BD081,传输故障
17002,201903252137,01630C119771B90A2410A9811C6BD081,硬件故障
18228,201903281133,01630C119771B90A2410A9811C6BD081,硬件故障
12559,201903171104,016659ABE42C8C54D0CA8C1093C5C4DC,电力故障
1531,201902111030,01731AE1A50B7F3F5714961EEB71F57D,电力故障
948,201902082020,017C6959E6B1268BB7A377CE854C20F6,电力故障
7594,201903041102,01876B84DB096A29BC0D09D79F247F44,电力故障
18740,201903291258,01876B84DB096A29BC0D09D79F247F44,电力故障
18913,201903291738,01876B84DB096A29BC0D09D79F247F44,电力故障
19156,201903300953,01876B84DB096A29BC0D09D79F247F44,电力故障
15115,201903211433,019432BD03B7817AA8F7F5A28F24A110,电力故障
19396,201903302200,019737840131CF7A2634ABB1AEBFEA41,电力故障
19509,201903310831,019737840131CF7A2634ABB1AEBFEA41,电力故障
10388,201903111536,019FB8559F6E05092797ECF207FBDE1D,电力故障
13040,201903181319,019FF26FFE5C766F304329A2BC621944,电力故障
15513,201903221209,019FF26FFE5C766F304329A2BC621944,硬件故障
12220,201903161242,01A0A98BEDECFEE0D40794D4BB60AFC9,电力故障
11309,201903141105,01A2B0468F96250CF61F204B0240FF27,硬件故障
8472,201903061530,01A341CC05DF6BE7544DF46FB74EA20D,电力故障
19029,201903300541,01A341CC05DF6BE7544DF46FB74EA20D,电力故障
19030,201903300542,01A341CC05DF6BE7544DF46FB74EA20D,电力故障
19168,201903301019,01A341CC05DF6BE7544DF46FB74EA20D,电力故障
6421,201902281109,01A3E229AD846B2C8541CBC6AB755B66,电力故障
12827,201903180439,01A3E229AD846B2C8541CBC6AB755B66,传输故障
17095,201903260714,01A3E229AD846B2C8541CBC6AB755B66,传输故障
19220,201903301226,01A3E229AD846B2C8541CBC6AB755B66,电力故障
1461,201902110716,01B531D4CAC605B8D5B4F50E032AFE79,传输故障
1462,201902110717,01B531D4CAC605B8D5B4F50E032AFE79,传输故障
1573,201902111200,01B531D4CAC605B8D5B4F50E032AFE79,传输故障
1588,201902111313,01B531D4CAC605B8D5B4F50E032AFE79,传输故障
1985,201902130445,01C5135DAEB6E3C7D080810379480B21,硬件故障
2235,201902132205,01C5135DAEB6E3C7D080810379480B21,硬件故障
2616,201902151111,01C5135DAEB6E3C7D080810379480B21,硬件故障
3123,201902171724,01C5135DAEB6E3C7D080810379480B21,硬件故障
1917,201902121826,01D1151474579397782821152C4A52A2,电力故障
11668,201903151017,01D3890ED16055FF4CDF4D2561186EEE,电力故障
15749,201903222156,01D3890ED16055FF4CDF4D2561186EEE,电力故障
15893,201903230802,01D3890ED16055FF4CDF4D2561186EEE,电力故障
19790,201903312246,01D3890ED16055FF4CDF4D2561186EEE,电力故障
17726,201903271107,01E2745B3070E24E6A71C1FF28B9664B,传输故障
19116,201903300910,01EAE12942051A658E33B8234AE3634C,电力故障
19117,201903300910,01EAE12942051A658E33B8234AE3634C,电力故障
6096,201902271134,01F8C2ACDCBE0CDBEC8B99997B1B1C9F,电力故障
19068,201903300715,020446ACF8643AA29225CCBC284F5723,电力故障
16577,201903241909,020AFBE6F8CE65E7A7BE01BF7BF9CA55,电力故障
17432,201903261722,020AFBE6F8CE65E7A7BE01BF7BF9CA55,电力故障
17890,201903271648,020AFBE6F8CE65E7A7BE01BF7BF9CA55,电力故障
18696,201903291139,020AFBE6F8CE65E7A7BE01BF7BF9CA55,电力故障
6881,201903011510,020B3A9A8160362B55615D5FA8A26BCE,电力故障
16630,201903250233,020C5CFF1BF8CD18620D9CB5A598B316,电力故障
16640,201903250314,020C5CFF1BF8CD18620D9CB5A598B316,电力故障
16641,201903250314,020C5CFF1BF8CD18620D9CB5A598B316,电力故障
11300,201903141050,021EC0F3E8942E269C6245427546B177,电力故障
11314,201903141119,021EC0F3E8942E269C6245427546B177,软件故障
5962,201902270626,02327D06241E58A477CF975725382D94,电力故障
9088,201903080639,02327D06241E58A477CF975725382D94,电力故障
17561,201903270640,02327D06241E58A477CF975725382D94,电力故障
6088,201902271116,0239C3E61C02AACCBA89B67A9F746F60,电力故障
6089,201902271116,0239C3E61C02AACCBA89B67A9F746F60,电力故障
6952,201903012000,0239C3E61C02AACCBA89B67A9F746F60,电力故障
7814,201903042024,0239C3E61C02AACCBA89B67A9F746F60,电力故障
10803,201903121703,0239C3E61C02AACCBA89B67A9F746F60,电力故障
11606,201903150825,0248D2E8E4B73F63B8D6E4AB0B4E480E,电力故障
11607,201903150825,0248D2E8E4B73F63B8D6E4AB0B4E480E,电力故障
10059,201903102049,0250EF087923E8CE9BF7E6887A97D855,电力故障
10459,201903112211,0250EF087923E8CE9BF7E6887A97D855,电力故障
10460,201903112211,0250EF087923E8CE9BF7E6887A97D855,电力故障
10741,201903121512,0250EF087923E8CE9BF7E6887A97D855,电力故障
10742,201903121512,0250EF087923E8CE9BF7E6887A97D855,电力故障
11120,201903132107,0250EF087923E8CE9BF7E6887A97D855,电力故障
11127,201903132124,0250EF087923E8CE9BF7E6887A97D855,电力故障
11664,201903151011,025258B7FA293439CD8596E1E6AE77AA,电力故障
11665,201903151011,025258B7FA293439CD8596E1E6AE77AA,电力故障
19206,201903301115,025258B7FA293439CD8596E1E6AE77AA,电力故障
7278,201903031006,025509FDDEB07828245EEBDD92EC8E02,电力故障
13306,201903190708,025EA2A8330C0B667B21176B8CB09E4C,电力故障
16811,201903251155,02695A146119B933C2782BADEEF49ED5,电力故障
11869,201903151641,026D5FBE30E81780A3618B33B7F950DB,电力故障
12024,201903160751,026D5FBE30E81780A3618B33B7F950DB,硬件故障
17118,201903260745,028481F130ABCA5158CE02535442BD7B,电力故障
17203,201903260953,028481F130ABCA5158CE02535442BD7B,电力故障
17220,201903261009,028481F130ABCA5158CE02535442BD7B,电力故障
17422,201903261657,028481F130ABCA5158CE02535442BD7B,电力故障
17423,201903261657,028481F130ABCA5158CE02535442BD7B,电力故障
17097,201903260718,029248F85AB4104127F3F507A0D238A4,电力故障
347,201902061732,029AD4A9F30EE434D1EA6EAD683B0E21,电力故障
14769,201903210556,02AB8C6E6AAE204161BDB8E4E4782887,电力故障
5998,201902270819,02BAED5A85534B4DFD18A3C1C9A5F6E7,电力故障
2162,201902131637,02C1EC9E09A8CD86817C2F73C4873E89,电力故障
2222,201902132059,02C1EC9E09A8CD86817C2F73C4873E89,电力故障
2832,201902161359,02C1EC9E09A8CD86817C2F73C4873E89,电力故障
13391,201903191009,02C65C5FE2C36CCB1B7F8996193E6719,硬件故障
10956,201903130935,02CFBAAF9A4641B0779763D0E1477205,电力故障
10959,201903130936,02CFBAAF9A4641B0779763D0E1477205,电力故障
11248,201903140930,02CFBAAF9A4641B0779763D0E1477205,电力故障
18363,201903281610,02CFBAAF9A4641B0779763D0E1477205,电力故障
18364,201903281611,02CFBAAF9A4641B0779763D0E1477205,电力故障
19077,201903300736,02CFBAAF9A4641B0779763D0E1477205,电力故障
19078,201903300737,02CFBAAF9A4641B0779763D0E1477205,电力故障
2904,201902162109,02D57D3042CDB78FED56498A43B09237,传输故障
3177,201902180326,02D57D3042CDB78FED56498A43B09237,电力故障
5013,201902241313,02D57D3042CDB78FED56498A43B09237,传输故障
5451,201902251945,02D57D3042CDB78FED56498A43B09237,传输故障
6634,201902282032,02D57D3042CDB78FED56498A43B09237,电力故障
7005,201903020102,02D57D3042CDB78FED56498A43B09237,电力故障
7170,201903021454,02D57D3042CDB78FED56498A43B09237,传输故障
7234,201903022327,02D57D3042CDB78FED56498A43B09237,电力故障
7293,201903031042,02D57D3042CDB78FED56498A43B09237,电力故障
7441,201903032055,02D57D3042CDB78FED56498A43B09237,电力故障
7598,201903041118,02D57D3042CDB78FED56498A43B09237,电力故障
14383,201903201419,02D57D3042CDB78FED56498A43B09237,传输故障
14918,201903210948,02D57D3042CDB78FED56498A43B09237,传输故障
15928,201903230840,02D6F50D06B2AB3A096831CAC344682F,电力故障
19200,201903301107,02E0D8CD7849ED424B2F94731A766F6F,传输故障
1799,201902121202,02E3B39B4139C0943EC3841CE0A79697,电力故障
1124,201902091541,02E4F6DDF64C6CBC8E6575500FAB72AA,电力故障
44,201902050834,02E699C45BDC976DB846A20F5811944F,电力故障
45,201902050834,02E699C45BDC976DB846A20F5811944F,电力故障
1347,201902101611,02E699C45BDC976DB846A20F5811944F,电力故障
18476,201903282213,02EE9024439703F842ABB8510695DD31,硬件故障
8047,201903051435,02F0F675A7AF7532D326ABB8AB1955E4,传输故障
17599,201903270809,02F0F675A7AF7532D326ABB8AB1955E4,电力故障
11522,201903142331,02F110CE402F51D3F019092B252B8E5A,电力故障
11564,201903150451,02F110CE402F51D3F019092B252B8E5A,电力故障
3172,201902180207,02F60C6225AD55DEBD89B8DEDACA905C,电力故障
825,201902081033,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
2871,201902161650,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
2872,201902161651,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
6965,201903012025,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
7673,201903041418,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
9982,201903101447,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
9983,201903101447,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
16874,201903251435,02FF0CA0D57DFF33D3FDC78D155D6A8C,硬件故障
10131,201903110554,030B194F8E438F34615E1C8969D754E2,传输故障
1623,201902111444,030D232764E0DF4EA0306EC9E31150F6,电力故障
2438,201902141510,0313E8A88BC41BEDFFEF167691AB3753,传输故障
13404,201903191035,0313E8A88BC41BEDFFEF167691AB3753,传输故障
13406,201903191036,0313E8A88BC41BEDFFEF167691AB3753,传输故障
354,201902061758,032ACEE9EAF06A6A3E4F9C8D0C4A8672,电力故障
4648,201902231153,03353E0D359B937292F663374DA8EC9A,传输故障
4823,201902240057,03353E0D359B937292F663374DA8EC9A,传输故障
4952,201902241131,03402E548EA13F59F46B51932C5D178D,电力故障
4965,201902241132,03402E548EA13F59F46B51932C5D178D,电力故障
8897,201903071506,03402E548EA13F59F46B51932C5D178D,电力故障
8899,201903071506,03402E548EA13F59F46B51932C5D178D,电力故障
7262,201903030912,03409EF1968021D4A83279115DD9A9AF,电力故障
19312,201903301542,03409EF1968021D4A83279115DD9A9AF,电力故障
19313,201903301542,03409EF1968021D4A83279115DD9A9AF,电力故障
19765,201903311831,034539FDD0377DE3DE8F6A9F753DDA07,电力故障
10712,201903121418,034608C97DB9AF4C49D0A5B5E041B5B7,电力故障
10714,201903121418,034608C97DB9AF4C49D0A5B5E041B5B7,电力故障
18109,201903280835,034608C97DB9AF4C49D0A5B5E041B5B7,电力故障
18110,201903280835,034608C97DB9AF4C49D0A5B5E041B5B7,电力故障
18386,201903281634,034608C97DB9AF4C49D0A5B5E041B5B7,电力故障
18387,201903281634,034608C97DB9AF4C49D0A5B5E041B5B7,电力故障
7075,201903020931,0346A553175B69385DA295E4EBB2C01F,硬件故障
7076,201903020931,0346A553175B69385DA295E4EBB2C01F,硬件故障
14553,201903201816,034CAAD5B73ABEEAB35CD6EC5C77C1E3,电力故障
15048,201903211237,034D7B214C6B5A3EEB9E9A3A7C4737BE,电力故障
7967,201903051046,03600224074DECA8DB99AC21550278FB,电力故障
6711,201903010637,036A63752D3C7C5777DF62D8EE67252B,电力故障
13621,201903191842,038790849923C801219672B2930A0E27,电力故障
17959,201903272025,038790849923C801219672B2930A0E27,电力故障
17960,201903272025,038790849923C801219672B2930A0E27,电力故障
13741,201903200351,0389FAAD95E349401D81E93E9870A1FD,电力故障
13976,201903200825,0389FAAD95E349401D81E93E9870A1FD,电力故障
16623,201903250122,038F5B5503958E120F142EE15FE805C6,电力故障
11001,201903131137,0394B362825B90CDE3C118058D9454FA,硬件故障
1520,201902111001,03A35A18B15C85C45E97C74C3EA4FA4A,电力故障
18433,201903281832,03A35A18B15C85C45E97C74C3EA4FA4A,电力故障
16279,201903240801,03A753526B75D3895D235152AC50BEA2,电力故障
16412,201903241209,03A753526B75D3895D235152AC50BEA2,电力故障
3074,201902171415,03AAD8F1FDA9A6C60A6E905D72A06DBA,传输故障
10499,201903120233,03AAE04574B48920FD4088675351237E,电力故障
17051,201903260420,03D018305F7CC60F1766B5A5DAE0467E,电力故障
16180,201903232026,03D8B5395941F7EB56AD54B8A05B1CFE,硬件故障
14002,201903200846,03DAFEC1D950452BDB554D22C60C7DD9,电力故障
18243,201903281206,03DD8F94A173577BA3F0613A9B8F50E9,电力故障
18595,201903290855,03DD8F94A173577BA3F0613A9B8F50E9,电力故障
18955,201903291920,03DD8F94A173577BA3F0613A9B8F50E9,电力故障
19005,201903300055,03DD8F94A173577BA3F0613A9B8F50E9,电力故障
19113,201903300903,03DD8F94A173577BA3F0613A9B8F50E9,电力故障
19336,201903301646,03DD8F94A173577BA3F0613A9B8F50E9,电力故障
19417,201903310018,03DD8F94A173577BA3F0613A9B8F50E9,电力故障
1285,201902101021,03E1F6FB51BB90F535932C733EB76C2A,电力故障
1286,201902101021,03E1F6FB51BB90F535932C733EB76C2A,电力故障
2545,201902150639,03E1F6FB51BB90F535932C733EB76C2A,电力故障
2546,201902150639,03E1F6FB51BB90F535932C733EB76C2A,电力故障
3471,201902190853,03E1F6FB51BB90F535932C733EB76C2A,电力故障
3472,201902190853,03E1F6FB51BB90F535932C733EB76C2A,电力故障
4533,201902230546,03E1F6FB51BB90F535932C733EB76C2A,电力故障
7257,201903030553,03E1F6FB51BB90F535932C733EB76C2A,电力故障
12976,201903181059,03E1F6FB51BB90F535932C733EB76C2A,电力故障
17016,201903252329,03E1F6FB51BB90F535932C733EB76C2A,电力故障
17017,201903252329,03E1F6FB51BB90F535932C733EB76C2A,电力故障
17232,201903261025,03E1F6FB51BB90F535932C733EB76C2A,电力故障
4602,201902230932,03F2AF6D8C74CCB790D653AEF9A5F4CC,电力故障
8476,201903061533,040318C6A098A20AF68053EEC20E8EA7,电力故障
1517,201902111001,0404A9FACDEF9407E4E9428248FF842B,电力故障
1641,201902111538,040FDEAEEE2DF84D9404D7F5CA6D778C,电力故障
3845,201902201442,0416EC9B1D01A3147B1DE4320432A3F4,误告警
14205,201903201126,042C684B77B3F95C609719A4DDB8BD45,电力故障
14206,201903201126,042C684B77B3F95C609719A4DDB8BD45,电力故障
1164,201902092024,042CA6C2DC068773DF137A8F561AA787,动环故障
3705,201902200455,042DB3F73AF8E8257332F23E3F4075FD,电力故障
9826,201903100403,043AB9EBECEF2593DBE00579C60B72E9,硬件故障
10462,201903112300,043AB9EBECEF2593DBE00579C60B72E9,传输故障
16251,201903240322,043AB9EBECEF2593DBE00579C60B72E9,传输故障
16655,201903250557,043AB9EBECEF2593DBE00579C60B72E9,传输故障
17383,201903261530,043AB9EBECEF2593DBE00579C60B72E9,电力故障
19513,201903310846,0449AC8D02B98E52CC91D6F82D5F6B7A,传输故障
19665,201903311501,0449AC8D02B98E52CC91D6F82D5F6B7A,电力故障
14298,201903201252,044BAAA69994ECA5BBFDA71AC26E7D30,电力故障
14299,201903201252,044BAAA69994ECA5BBFDA71AC26E7D30,电力故障
13535,201903191454,044C3F437FF49CA1B391392F8F85DF77,硬件故障
17257,201903261109,044C3F437FF49CA1B391392F8F85DF77,电力故障
3869,201902201541,04542D53597DAC3DA182073D556FEC83,电力故障
5702,201902261220,0455FF0C846FDD1C2D179FC93735D68D,电力故障
10289,201903111213,045D1719F9C7763C2E99AF02396F65AD,硬件故障
3480,201902190916,045E1FB0DB62EBC08B29E314F8918586,电力故障
7487,201903040228,046663755D04AA31B6852A99B239CF76,电力故障
18998,201903300013,046FE227568943C76EDCE6AD96096C95,电力故障
4060,201902211324,0481E0D6928E7A160098CE1DDEA7EB9D,电力故障
10733,201903121502,048E1382B7EA8F613A357DB43C53E222,电力故障
14975,201903211045,048E1382B7EA8F613A357DB43C53E222,电力故障
17779,201903271348,049643877B04CCB9E6996CC8173E7AA4,电力故障
18108,201903280834,04A041A0A8EEFB5F4C400C5740EC2488,电力故障
371,201902062012,04A815D74AC51BFEDE7B039DC7A20236,传输故障
16257,201903240523,04AC8722A6EB859C883F7587F3957140,传输故障
12163,201903161100,04AD8064D955B83DC9228D5E261DA5E7,电力故障
16127,201903231648,04AD8064D955B83DC9228D5E261DA5E7,电力故障
18541,201903290702,04AD8064D955B83DC9228D5E261DA5E7,电力故障
3257,201902181011,04B77272DB044EA30DA99D11639B3D9C,硬件故障
6470,201902281310,04B77272DB044EA30DA99D11639B3D9C,电力故障
758,201902080259,04BA5D44E55BCEC3257946AF62554F42,电力故障
8421,201903061417,04BA5D44E55BCEC3257946AF62554F42,电力故障
3681,201902200012,04BAA14FAB5A78FF08236EBF243FB0DD,电力故障
4214,201902220001,04BAA14FAB5A78FF08236EBF243FB0DD,电力故障
18885,201903291622,04BAA14FAB5A78FF08236EBF243FB0DD,硬件故障
18703,201903291147,04BD1971FD77726BBBB7045C87307F90,电力故障
11502,201903142143,04BFF1B2AEF195C36C396014AAD37AB2,电力故障
4889,201902240932,04C46FC3D3252B8833DEF630F8F45E93,电力故障
15692,201903221700,04CDFDD9AC4A9DC25CA38723F193F175,电力故障
16134,201903231702,04CDFDD9AC4A9DC25CA38723F193F175,电力故障
16493,201903241445,04CDFDD9AC4A9DC25CA38723F193F175,传输故障
16502,201903241451,04CDFDD9AC4A9DC25CA38723F193F175,电力故障
16750,201903250953,04CDFDD9AC4A9DC25CA38723F193F175,硬件故障
322,201902061522,04CEA60A960027E40D9FB7E8E35D546C,电力故障
9604,201903091214,04CEA60A960027E40D9FB7E8E35D546C,电力故障
12659,201903171443,04CEA60A960027E40D9FB7E8E35D546C,电力故障
19485,201903310708,04CEA60A960027E40D9FB7E8E35D546C,电力故障
19489,201903310709,04CEA60A960027E40D9FB7E8E35D546C,电力故障
19493,201903310716,04CEA60A960027E40D9FB7E8E35D546C,电力故障
18588,201903290833,04D10CC3A213614AF478C6A99CEB9BE8,电力故障
3848,201902201453,04DA8AEF76646D4760DCB470A8BD06A4,电力故障
7841,201903042217,04DA8AEF76646D4760DCB470A8BD06A4,电力故障
6651,201902282345,04DBFE1CB5431D8B4DBF05DF95DDF2A3,硬件故障
6987,201903012332,04DBFE1CB5431D8B4DBF05DF95DDF2A3,硬件故障
7235,201903022338,04DBFE1CB5431D8B4DBF05DF95DDF2A3,硬件故障
7852,201903042331,04DBFE1CB5431D8B4DBF05DF95DDF2A3,硬件故障
8184,201903052329,04DBFE1CB5431D8B4DBF05DF95DDF2A3,硬件故障
8606,201903062324,04DBFE1CB5431D8B4DBF05DF95DDF2A3,硬件故障
9018,201903072316,04DBFE1CB5431D8B4DBF05DF95DDF2A3,硬件故障
710,201902072313,04E092D7CE69781917DFFAABA5686DF2,电力故障
